"SurveyID"	"CameraCondition"	"CheckDate"
"S08-WGL2-SU11"	"1"	2011-07-25
"S10-LPC1-SU11"	"1"	2011-08-15
"S10-LPP2-SU11"	"1"	2011-08-15
"S10-ILC1-SU11"	"1"	2011-08-15
"S09-ILC1-SU11"	"1"	2011-08-15
"S09-VTW1-SU11"	"2"	2011-08-15
"S09-KTP1-SU11"	"1"	2011-08-15
"S09-SMC1-SU11"	"1"	2011-08-15
"S08-WGL1-SU11"	"1"	2011-08-15
"S08-WGL2-SU11"	"1"	2011-08-15
"S07-WGL2-SU11"	"1"	2011-08-15
"S07-SAG1-SU11"	"1"	2011-08-15
"S07-STJ1-SU11"	"1"	2011-08-15
"S05-RES1-SU11"	"1"	2011-08-15
"S05-LNC1-SU11"	"1"	2011-08-15
"S05-SFP1-SU11"	"1"	2011-08-15
"S04-OTW1-SU11"	"1"	2011-08-15
"J01-LMP1-SU11"	"1"	2011-08-16
"S02-CPR1-SU11"	"1"	2011-08-16
"S02-MCP1-SU11"	"1"	2011-08-16
"S02-BRI1-SU11"	"3"	2011-08-16
"S02-PIP1-SU11"	"1"	2011-08-16
"S03-WAP1-SU11"	"1"	2011-08-16
"S03-ARP1-SU11"	"3"	2011-08-16
"S03-VIP1-SU11"	"1"	2011-08-16
"S03-LCP1-SU11"	"1"	2011-08-16
"S04-WEP1-SU11"	"4"	2011-08-16
"S04-VFP1-SU11"	"1"	2011-08-16
"S04-SSP1-SU11"	"1"	2011-08-16
"R02-ALT1-SU11"	"4"	2011-08-09
"R02-DPG1-SU11"	"1"	2011-08-09
"R02-FRP1-SU11"	"3"	2011-08-09
"R03-CPG1-SU11"	"1"	2011-08-09
"R03-AUP1-SU11"	"3"	2011-08-09
"R03-EUC1-SU11"	"1"	2011-08-09
"R03-MAP1-SU11"	"1"	2011-08-09
"R04-MMW1-SU11"	"1"	2011-08-09
"R04-SCH1-SU11"	"1"	2011-08-09
"R05-STP1-SU11"	"1"	2011-08-09
"R05-GOC1-SU11"	"1"	2011-08-09
"R05-FMG1-SU11"	"1"	2011-08-09
"R05-MTC1-SU11"	"1"	2011-08-09
"R06-YOW1-SU11"	"1"	2011-08-09
"R06-SLT1-SU11"	"1"	2011-08-09
"R06-SLT2-SU11"	"1"	2011-08-09
"R07-YHR1-SU11"	"1"	2011-08-09
"R07-MMP1-SU11"	"1"	2011-08-09
"R06-OTB1-SU11"	"1"	2011-08-09
"J01-SKP1-SU11"	"1"	2011-08-09
"J01-SEP1-SU11"	"1"	2011-08-09
"J01-CLP1-SU11"	"1"	2011-08-09
"D10-MAC1-SU11"	"1"	2011-08-08
"D10-CAN1-SU11"	"1"	2011-08-08
"D10-VHC1-SU11"	"1"	2011-08-08
"D09-VTC1-SU11"	"1"	2011-08-08
"D09-RYW1-SU11"	"1"	2011-08-08
"D09-CLG1-SU11"	"1"	2011-08-08
"D08-DAW1-SU11"	"1"	2011-08-08
"D08-DAW2-SU11"	"1"	2011-08-08
"D07-BEC1-SU11"	"1"	2011-08-08
"D07-NOC1-SU11"	"1"	2011-08-08
"D07-ASC1-SU11"	"1"	2011-08-08
"D06-KCG1-SU11"	"1"	2011-08-08
"R10-FRM1-SU11"	"1"	2011-08-09
"R10-FRM2-SU11"	"1"	2011-08-09
"R10-WCP1-SU11"	"1"	2011-08-09
"R10-WDW1-SU11"	"1"	2011-08-09
"R09-BLW1-SU11"	"1"	2011-08-09
"R09-SMI1-SU11"	"1"	2011-08-09
"R09-LIM1-SU11"	"1"	2011-08-09
"R08-DAP1-SU11"	"1"	2011-08-09
"R08-PAP1-SU11"	"1"	2011-08-09
"R08-VLG1-SU11"	"1"	2011-08-09
"R08-WBK1-SU11"	"1"	2011-08-09
"R07-GOF1-SU11"	"1"	2011-08-09
"R07-FSP1-SU11"	"1"	2011-08-09
"D05-ADC1-SU11"	"1"	2011-08-10
"D05-BRP1-SU11"	"1"	2011-08-10
"D05-MIA1-SU11"	"1"	2011-08-10
"D05-PRC1-SU11"	"1"	2011-08-10
"D04-DNP1-SU11"	"1"	2011-08-10
"D04-RDP1-SU11"	"1"	2011-08-10
"D04-FGP1-SU11"	"1"	2011-08-10
"D04-EDW3-SU11"	"1"	2011-08-10
"D03-AFP1-SU11"	"1"	2011-08-10
"D03-CHP1-SU11"	"1"	2011-08-10
"D03-MFP1-SU11"	"3"	2011-08-10
"D03-AMP1-SU11"	"3"	2011-08-10
"D02-SCP1-SU11"	"4"	2011-08-10
"D02-HUP1-SU11"	"1"	2011-08-10
"D02-MOP1-SU11"	"3"	2011-08-10
"D02-RCP1-SU11"	"1"	2011-08-10
"J01-SKP1-FA11"	NA	2011-10-04
"J01-SEP1-FA11"	NA	2011-10-04
"J01-CLP1-FA11"	NA	2011-10-04
"J01-LMP1-FA11"	NA	2011-10-04
"R02-ALT1-FA11"	NA	2011-10-05
"R02-DPG1-FA11"	NA	2011-10-05
"R02-FRP1-FA11"	NA	2011-10-05
"R03-CPG1-FA11"	NA	2011-10-05
"R03-AUP1-FA11"	NA	2011-10-05
"R03-EUC1-FA11"	NA	2011-10-05
"R03-MAP1-FA11"	NA	2011-10-05
"R04-MMW1-FA11"	NA	2011-10-05
"R04-SCH1-FA11"	NA	2011-10-05
"R05-FMG1-FA11"	NA	2011-10-05
"R05-STP1-FA11"	NA	2011-10-05
"R05-GOC1-FA11"	NA	2011-10-05
"R05-MTC1-FA11"	NA	2011-10-05
"R06-YOW1-FA11"	NA	2011-10-05
"R06-SLT2-FA11"	NA	2011-10-05
"R06-OTB1-FA11"	NA	2011-10-05
"R07-YHR1-FA11"	NA	2011-10-05
"R06-SLT1-FA11"	NA	2011-10-05
"R07-MMP1-FA11"	NA	2011-10-05
"R07-GOF1-FA11"	NA	2011-10-05
"R07-FSP1-FA11"	NA	2011-10-06
"R08-VLG1-FA11"	NA	2011-10-06
"R08-PAP1-FA11"	NA	2011-10-06
"R08-WBK1-FA11"	NA	2011-10-06
"R08-DAP1-FA11"	NA	2011-10-06
"R09-SMI1-FA11"	NA	2011-10-06
"R09-LIM1-FA11"	NA	2011-10-06
"R09-BLW1-FA11"	NA	2011-10-06
"R09-CTG1-FA11"	NA	2011-10-06
"R10-FRM1-FA11"	NA	2011-10-06
"R10-FRM2-FA11"	NA	2011-10-06
"R10-WCP1-FA11"	NA	2011-10-06
"R10-WDW1-FA11"	NA	2011-10-06
"S02-PIP1-FA11"	NA	2011-10-04
"S02-CPR1-FA11"	NA	2011-10-04
"S02-BRI1-FA11"	NA	2011-10-04
"S03-WAP1-FA11"	NA	2011-10-04
"S03-ARP1-FA11"	NA	2011-10-04
"S03-VIP1-FA11"	NA	2011-10-04
"S03-LCP1-FA11"	NA	2011-10-04
"S04-VFP1-FA11"	NA	2011-10-04
"S04-SSP1-FA11"	NA	2011-10-04
"S04-OTW1-FA11"	NA	2011-10-03
"S05-SFP1-FA11"	NA	2011-10-03
"S05-LNC1-FA11"	NA	2011-10-03
"S05-RES1-FA11"	NA	2011-10-03
"S06-CBW1-FA11"	NA	2011-10-03
"S07-WGL2-FA11"	NA	2011-10-03
"S07-STJ1-FA11"	NA	2011-10-03
"S07-SAG1-FA11"	NA	2011-10-03
"S08-WGL1-FA11"	NA	2011-10-03
"S08-WGL2-FA11"	NA	2011-10-03
"S09-SMC1-FA11"	NA	2011-10-03
"S09-KTP1-FA11"	NA	2011-10-03
"S09-VTW1-FA11"	NA	2011-10-03
"S09-ILC1-FA11"	NA	2011-10-03
"S10-LPC1-FA11"	NA	2011-10-03
"S10-ILC1-FA11"	NA	2011-10-03
"S10-LPP2-FA11"	NA	2011-10-03
"D02-SCP1-FA11"	NA	2011-10-07
"D02-HUP1-FA11"	NA	2011-10-07
"D02-MOP1-FA11"	NA	2011-10-07
"D02-RCP1-FA11"	NA	2011-10-07
"D03-MFP1-FA11"	NA	2011-10-06
"D03-AFP1-FA11"	NA	2011-10-07
"D03-CHP1-FA11"	NA	2011-10-07
"D04-EDW3-FA11"	NA	2011-10-07
"D03-AMP1-FA11"	NA	2011-10-05
"D04-DNP1-FA11"	NA	2011-10-05
"D04-RDP1-FA11"	NA	2011-10-05
"D04-FGP1-FA11"	NA	2011-10-05
"D05-PRC1-FA11"	NA	2011-10-04
"D05-ADC1-FA11"	NA	2011-10-07
"D05-BRP1-FA11"	NA	2011-10-07
"D05-MIA1-FA11"	NA	2011-10-07
"D06-KCG1-FA11"	NA	2011-10-04
"D07-ASC1-FA11"	NA	2011-10-04
"D07-NOC1-FA11"	NA	2011-10-04
"D07-BEC1-FA11"	NA	2011-10-04
"D08-DAW2-FA11"	NA	2011-10-04
"D08-DAW1-FA11"	NA	2011-10-04
"D08-CCC1-FA11"	NA	2011-10-04
"D09-CLG1-FA11"	NA	2011-10-04
"D09-RYW1-FA11"	NA	2011-10-04
"D09-VTC1-FA11"	NA	2011-10-04
"D10-VHC1-FA11"	NA	2011-10-04
"D10-CAN1-FA11"	NA	2011-10-04
"D10-MAC1-FA11"	NA	2011-10-04
"J01-LMP1-FA11"	"2"	2011-10-25
"J01-SKP1-FA11"	"1"	2011-10-25
"J01-SEP1-FA11"	"1"	2011-10-25
"J01-CLP1-FA11"	"1"	2011-10-25
"S10-LPC1-FA11"	"1"	2011-10-25
"S10-LPP2-FA11"	"1"	2011-10-24
"S09-ILC1-FA11"	"1"	2011-10-24
"S09-KTP1-FA11"	"1"	2011-10-24
"S09-SMC1-FA11"	"1"	2011-10-24
"S10-ILC1-FA11"	"1"	2011-10-24
"S09-VTW1-FA11"	"1"	2011-10-24
"S08-WGL1-FA11"	"1"	2011-10-24
"S08-WGL2-FA11"	"1"	2011-10-24
"S07-WGL2-FA11"	"1"	2011-10-24
"S07-SAG1-FA11"	"1"	2011-10-24
"S07-STJ1-FA11"	"1"	2011-10-24
"S06-CBW1-FA11"	"1"	2011-10-24
"S05-SFP1-FA11"	"1"	2011-10-24
"S05-RES1-FA11"	"1"	2011-10-24
"S05-LNC1-FA11"	"2"	2011-10-24
"S02-CPR1-FA11"	"1"	2011-10-25
"S02-BRI1-FA11"	"1"	2011-10-25
"S02-PIP1-FA11"	"1"	2011-10-25
"S03-WAP1-FA11"	"2"	2011-10-25
"S03-ARP1-FA11"	"1"	2011-10-25
"S03-VIP1-FA11"	"2"	2011-10-25
"S03-LCP1-FA11"	"1"	2011-10-25
"S04-VFP1-FA11"	NA	2011-10-25
"S04-SSP1-FA11"	"1"	2011-10-25
"S04-OTW1-FA11"	"2"	2011-10-24
"R02-ALT1-FA11"	"1"	2011-10-26
"R02-DPG1-FA11"	"1"	2011-10-26
"R02-FRP1-FA11"	"3"	2011-10-26
"R03-CPG1-FA11"	"1"	2011-10-26
"R03-AUP1-FA11"	"1"	2011-10-26
"R03-EUC1-FA11"	"1"	2011-10-26
"R03-MAP1-FA11"	"1"	2011-10-26
"R04-MMW1-FA11"	"1"	2011-10-26
"R04-SCH1-FA11"	"1"	2011-10-26
"R05-STP1-FA11"	"1"	2011-10-26
"R05-GOC1-FA11"	"1"	2011-10-26
"R05-FMG1-FA11"	"1"	2011-10-26
"R05-MTC1-FA11"	"1"	2011-10-26
"R06-YOW1-FA11"	"1"	2011-10-26
"R06-SLT2-FA11"	"2"	2011-10-26
"R06-SLT1-FA11"	"1"	2011-10-26
"R06-OTB1-FA11"	"1"	2011-10-26
"R07-YHR1-FA11"	"1"	2011-10-26
"R07-MMP1-FA11"	"1"	2011-10-26
"D03-CHP1-FA11"	"1"	2011-10-24
"D03-MFP1-FA11"	"1"	2011-10-24
"D03-AMP1-FA11"	"1"	2011-10-24
"D04-FGP1-FA11"	"1"	2011-10-24
"D04-DNP1-FA11"	"1"	2011-10-24
"D04-RDP1-FA11"	"1"	2011-10-24
"D10-MAC1-FA11"	"1"	2011-10-25
"D10-CAN1-FA11"	"1"	2011-10-25
"D10-VHC1-FA11"	"1"	2011-10-25
"D09-VTC1-FA11"	"1"	2011-10-25
"D09-RYW1-FA11"	"1"	2011-10-25
"D09-CLG1-FA11"	"1"	2011-10-25
"D08-DAW1-FA11"	"1"	2011-10-25
"D08-DAW2-FA11"	"1"	2011-10-25
"D08-CCC1-FA11"	"1"	2011-10-25
"D07-BEC1-FA11"	"1"	2011-10-25
"D07-NOC1-FA11"	"1"	2011-10-25
"D06-KCG1-FA11"	"1"	2011-10-25
"D07-ASC1-FA11"	"1"	2011-10-25
"D05-BRP1-FA11"	"1"	2011-10-25
"D05-PRC1-FA11"	"1"	2011-10-25
"D05-MIA1-FA11"	"1"	2011-10-25
"D05-ADC1-FA11"	"1"	2011-10-25
"D04-EDW3-FA11"	"1"	2011-10-25
"D03-AFP1-FA11"	"1"	2011-10-26
"D02-RCP1-FA11"	"1"	2011-10-26
"D02-SCP1-FA11"	"1"	2011-10-26
"R10-FRM1-FA11"	"1"	2011-10-27
"R10-FRM2-FA11"	"1"	2011-10-27
"R10-WCP1-FA11"	"1"	2011-10-27
"R10-WDW1-FA11"	"1"	2011-10-27
"R09-CTG1-FA11"	"1"	2011-10-27
"R09-BLW1-FA11"	"1"	2011-10-27
"R09-LIM1-FA11"	"1"	2011-10-27
"R09-SMI1-FA11"	"1"	2011-10-27
"R08-DAP1-FA11"	"1"	2011-10-27
"R08-WBK1-FA11"	"1"	2011-10-27
"R08-VLG1-FA11"	"1"	2011-10-27
"R08-PAP1-FA11"	"1"	2011-10-27
"R07-GOF1-FA11"	"1"	2011-10-27
"R07-FSP1-FA11"	"4"	2011-10-27
"D02-HUP1-FA11"	"3"	2011-10-28
"D02-MOP1-FA11"	"1"	2011-10-28
"R06-YOW1-FA11"	"1"	2011-11-09
"R02-ALT1-FA11"	"1"	2011-11-09
"R06-SLT2-FA11"	"2"	2011-11-09
"R06-SLT1-FA11"	"1"	2011-11-09
"R06-OTB1-FA11"	"1"	2011-11-09
"R07-YHR1-FA11"	"1"	2011-11-09
"R07-MMP1-FA11"	"1"	2011-11-09
"S09-ILC1-FA11"	"1"	2011-11-08
"S10-ILC1-FA11"	"1"	2011-11-08
"S09-VTW1-FA11"	"1"	2011-11-08
"S10-LPP2-FA11"	"1"	2011-11-08
"S10-LPC1-FA11"	"2"	2011-11-08
"S08-WGL2-FA11"	"2"	2011-11-08
"S08-WGL1-FA11"	"1"	2011-11-08
"S09-SMC1-FA11"	"1"	2011-11-08
"S09-KTP1-FA11"	"1"	2011-11-08
"S07-WGL2-FA11"	"1"	2011-11-08
"S07-SAG1-FA11"	"1"	2011-11-08
"S07-STJ1-FA11"	"1"	2011-11-08
"S06-CBW1-FA11"	"1"	2011-11-08
"S05-RES1-FA11"	"1"	2011-11-08
"S05-LNC1-FA11"	"2"	2011-11-08
"S05-SFP1-FA11"	"1"	2011-11-08
"S04-SSP1-FA11"	"1"	2011-11-08
"S04-VFP1-FA11"	"4"	2011-11-08
"S04-OTW1-FA11"	"2"	2011-11-08
"J01-LMP1-FA11"	"1"	2011-11-09
"S02-CPR1-FA11"	"1"	2011-11-09
"S02-BRI1-FA11"	"1"	2011-11-09
"S02-PIP1-FA11"	"3"	2011-11-09
"S03-WAP1-FA11"	"2"	2011-11-09
"S03-ARP1-FA11"	"5"	2011-11-09
"S03-VIP1-FA11"	"1"	2011-11-09
"S03-LCP1-FA11"	"1"	2011-11-09
"R05-FMG1-FA11"	"1"	2011-11-09
"R05-MTC1-FA11"	"2"	2011-11-09
"R05-GOC1-FA11"	"1"	2011-11-09
"R05-STP1-FA11"	"1"	2011-11-09
"R04-SCH1-FA11"	"2"	2011-11-09
"R04-MMW1-FA11"	"1"	2011-11-09
"R03-MAP1-FA11"	"1"	2011-11-09
"R03-EUC1-FA11"	"3"	2011-11-09
"R03-CPG1-FA11"	"1"	2011-11-09
"R03-AUP1-FA11"	"1"	2011-11-09
"R02-FRP1-FA11"	"3"	2011-11-09
"R02-DPG1-FA11"	"1"	2011-11-09
"J01-SKP1-FA11"	"1"	2011-11-09
"J01-SEP1-FA11"	"1"	2011-11-09
"J01-CLP1-FA11"	"1"	2011-11-09
"D04-FGP1-FA11"	"1"	2011-11-17
"D10-MAC1-FA11"	"1"	2011-11-15
"D10-CAN1-FA11"	"1"	2011-11-15
"D10-VHC1-FA11"	"1"	2011-11-15
"D09-VTC1-FA11"	"1"	2011-11-15
"D09-RYW1-FA11"	"1"	2011-11-15
"D09-CLG1-FA11"	"1"	2011-11-15
"D08-CCC1-FA11"	"1"	2011-11-15
"D08-DAW1-FA11"	"2"	2011-11-15
"D08-DAW2-FA11"	"1"	2011-11-15
"D07-BEC1-FA11"	"1"	2011-11-15
"D07-NOC1-FA11"	"1"	2011-11-15
"D06-KCG1-FA11"	"1"	2011-11-15
"D07-ASC1-FA11"	"1"	2011-11-15
"D05-PRC1-FA11"	"1"	2011-11-15
"D05-MIA1-FA11"	"1"	2011-11-15
"D05-BRP1-FA11"	"1"	2011-11-15
"D05-ADC1-FA11"	"1"	2011-11-15
"D04-EDW3-FA11"	"1"	2011-11-15
"R10-FRM1-FA11"	"1"	2011-11-16
"R10-FRM2-FA11"	"1"	2011-11-16
"R10-WCP1-FA11"	"1"	2011-11-16
"R10-WDW1-FA11"	"1"	2011-11-16
"R09-CTG1-FA11"	"2"	2011-11-16
"R09-BLW1-FA11"	"1"	2011-11-16
"R09-LIM1-FA11"	"1"	2011-11-16
"R08-DAP1-FA11"	"1"	2011-11-16
"R08-WBK1-FA11"	"1"	2011-11-16
"R08-VLG1-FA11"	"1"	2011-11-16
"R08-PAP1-FA11"	"1"	2011-11-16
"R07-GOF1-FA11"	"1"	2011-11-16
"R07-FSP1-FA11"	"2"	2011-11-16
"R09-SMI1-FA11"	"1"	2011-11-16
"D02-SCP1-FA11"	"1"	2011-11-17
"D02-HUP1-FA11"	"1"	2011-11-17
"D02-MOP1-FA11"	"1"	2011-11-17
"D02-RCP1-FA11"	"3"	2011-11-17
"D03-AFP1-FA11"	"1"	2011-11-17
"D03-CHP1-FA11"	"1"	2011-11-17
"D03-MFP1-FA11"	"1"	2011-11-17
"D03-AMP1-FA11"	"1"	2011-11-17
"D04-DNP1-FA11"	"1"	2011-11-17
"D04-RDP1-FA11"	"2"	2011-11-17
"R09-LIM2-SU11"	NA	2011-07-13
"R09-LIM2-SU11"	"1"	2011-07-27
"R09-LIM2-SU11"	"1"	2011-08-09
"S08-WGL2-WI11"	NA	2011-01-25
"S08-WGL2-WI11"	"1"	2011-02-22
"D05-MHC1-WI11"	"3"	2011-02-24
"R10-WCP2-SU11"	NA	2011-07-13
"R10-WCP2-SU11"	"2"	2011-07-27
"R10-WCP2-SU11"	"1"	2011-08-09
"R10-WCP2-FA11"	NA	2011-10-06
"R10-WCP2-FA11"	"1"	2011-10-27
"R10-WCP2-FA11"	"1"	2011-11-16
"J01-CLP1-WI12"	NA	2012-01-24
"J01-CLP1-WI12"	"1"	2012-02-07
"J01-LMP1-WI12"	NA	2012-01-24
"J01-LMP1-WI12"	"1"	2012-02-07
"S02-CPR1-WI12"	NA	2012-01-24
"S02-CPR1-WI12"	"1"	2012-02-07
"S02-MCP1-WI12"	NA	2012-01-24
"S02-MCP1-WI12"	"1"	2012-02-07
"S02-BRI1-WI12"	NA	2012-01-24
"S02-BRI1-WI12"	"1"	2012-02-07
"S02-PIP1-WI12"	NA	2012-01-24
"S02-PIP1-WI12"	"1"	2012-02-07
"S03-WAP1-WI12"	NA	2012-01-24
"S03-WAP1-WI12"	"1"	2012-02-07
"S03-VIP1-WI12"	NA	2012-01-24
"S03-VIP1-WI12"	"1"	2012-02-07
"S03-LCP1-WI12"	NA	2012-01-24
"S03-LCP1-WI12"	"1"	2012-02-07
"S04-VFP1-WI12"	NA	2012-01-24
"S04-VFP1-WI12"	"1"	2012-02-07
"S04-SSP1-WI12"	NA	2012-01-24
"S04-SSP1-WI12"	"1"	2012-02-07
"J01-SEP1-WI12"	NA	2012-01-24
"J01-SEP1-WI12"	"1"	2012-02-07
"J01-SKP1-WI12"	NA	2012-01-24
"J01-SKP1-WI12"	"1"	2012-02-07
"S10-LPC1-WI12"	NA	2012-01-23
"S10-LPP2-WI12"	NA	2012-01-23
"S09-ILC1-WI12"	NA	2012-01-23
"S10-ILC1-WI12"	NA	2012-01-23
"S09-KTP1-WI12"	NA	2012-01-23
"S09-VTW1-WI12"	NA	2012-01-23
"S09-SMC1-WI12"	NA	2012-01-23
"S08-WGL2-WI12"	NA	2012-01-23
"S08-WGL1-WI12"	NA	2012-01-23
"S07-SAG1-WI12"	NA	2012-01-23
"S07-STJ1-WI12"	NA	2012-01-23
"S07-WGL2-WI12"	NA	2012-01-23
"S06-CBW1-WI12"	NA	2012-01-23
"S05-RES1-WI12"	NA	2012-01-23
"S05-LNC1-WI12"	NA	2012-01-23
"S05-SFP1-WI12"	NA	2012-01-23
"S04-OTW1-WI12"	NA	2012-01-23
"R07-MMP1-WI12"	NA	2012-01-26
"R07-MMP1-WI12"	"1"	2012-02-06
"R02-ALT1-WI12"	NA	2012-01-26
"R02-ALT1-WI12"	"1"	2012-02-06
"R02-DPG1-WI12"	NA	2012-01-26
"R02-DPG1-WI12"	"1"	2012-02-06
"R02-FRP1-WI12"	NA	2012-01-26
"R02-FRP1-WI12"	"1"	2012-02-06
"R03-CPG1-WI12"	NA	2012-01-26
"R03-CPG1-WI12"	"1"	2012-02-06
"R03-AUP1-WI12"	NA	2012-01-26
"R03-AUP1-WI12"	"1"	2012-02-06
"R03-EUC1-WI12"	NA	2012-01-26
"R03-EUC1-WI12"	"1"	2012-02-06
"R03-MAP1-WI12"	NA	2012-01-26
"R03-MAP1-WI12"	"2"	2012-02-06
"R04-MMW1-WI12"	NA	2012-01-26
"R04-MMW1-WI12"	"1"	2012-02-06
"R04-SCH1-WI12"	NA	2012-01-26
"R04-SCH1-WI12"	"1"	2012-02-06
"R05-STP1-WI12"	NA	2012-01-26
"R05-STP1-WI12"	"1"	2012-02-06
"R05-GOC1-WI12"	NA	2012-01-26
"R05-GOC1-WI12"	"1"	2012-02-06
"R05-FMG1-WI12"	NA	2012-01-26
"R05-FMG1-WI12"	"1"	2012-02-06
"R05-MTC1-WI12"	NA	2012-01-26
"R05-MTC1-WI12"	"1"	2012-02-06
"R07-YHR1-WI12"	NA	2012-01-26
"R07-YHR1-WI12"	"1"	2012-02-06
"R06-SLT1-WI12"	NA	2012-01-26
"R06-SLT1-WI12"	"1"	2012-02-06
"R06-SLT2-WI12"	NA	2012-01-26
"R06-SLT2-WI12"	"2"	2012-02-06
"R06-OTB1-WI12"	NA	2012-01-26
"R06-OTB1-WI12"	"1"	2012-02-06
"R06-YOW1-WI12"	NA	2012-01-26
"R06-YOW1-WI12"	"1"	2012-02-06
"D02-HUP1-WI12"	NA	2012-01-24
"D02-HUP1-WI12"	"1"	2012-02-07
"D02-MOP1-WI12"	NA	2012-01-24
"D02-MOP1-WI12"	"2"	2012-02-07
"D02-RCP1-WI12"	NA	2012-01-24
"D02-RCP1-WI12"	"2"	2012-02-07
"D03-AFP1-WI12"	NA	2012-01-24
"D03-AFP1-WI12"	"1"	2012-02-07
"D03-CHP1-WI12"	NA	2012-01-24
"D03-CHP1-WI12"	"1"	2012-02-07
"D03-MFP1-WI12"	NA	2012-01-24
"D03-MFP1-WI12"	"2"	2012-02-07
"D03-AMP1-WI12"	NA	2012-01-24
"D03-AMP1-WI12"	"1"	2012-02-07
"D04-FGP1-WI12"	NA	2012-01-24
"D04-FGP1-WI12"	"1"	2012-02-07
"D04-EDW3-WI12"	NA	2012-01-24
"D04-EDW3-WI12"	"2"	2012-02-07
"D04-RDP1-WI12"	NA	2012-01-24
"D04-RDP1-WI12"	"1"	2012-02-07
"D04-DNP1-WI12"	NA	2012-01-24
"D04-DNP1-WI12"	"2"	2012-02-07
"R07-FSP1-WI12"	NA	2012-01-25
"R07-FSP1-WI12"	"1"	2012-02-08
"R07-GOF1-WI12"	NA	2012-01-25
"R07-GOF1-WI12"	"1"	2012-02-08
"D07-NOC1-WI12"	NA	2012-01-23
"D07-NOC1-WI12"	"2"	2012-02-06
"D07-BEC1-WI12"	NA	2012-01-23
"D07-BEC1-WI12"	"2"	2012-02-06
"D07-ASC1-WI12"	NA	2012-01-24
"D07-ASC1-WI12"	"1"	2012-02-06
"D08-DAW1-WI12"	NA	2012-01-23
"D08-DAW1-WI12"	"1"	2012-02-06
"D08-CCC1-WI12"	NA	2012-01-23
"D08-CCC1-WI12"	"1"	2012-02-06
"D08-DAW2-WI12"	NA	2012-01-23
"D08-DAW2-WI12"	"2"	2012-02-06
"D09-CLG1-WI12"	NA	2012-01-23
"D09-CLG1-WI12"	"1"	2012-01-26
"D09-RYW1-WI12"	NA	2012-01-23
"D09-RYW1-WI12"	"1"	2012-02-06
"D09-VTC1-WI12"	NA	2012-01-23
"D09-VTC1-WI12"	"1"	2012-02-06
"D10-MAC1-WI12"	NA	2012-01-23
"D10-MAC1-WI12"	"1"	2012-02-06
"D10-CAN1-WI12"	NA	2012-01-23
"D10-CAN1-WI12"	"1"	2012-02-06
"D10-VHC1-WI12"	NA	2012-01-23
"D10-VHC1-WI12"	"1"	2012-02-06
"D05-ADC1-WI12"	NA	2012-01-24
"D05-ADC1-WI12"	"1"	2012-02-06
"D05-BRP1-WI12"	NA	2012-01-24
"D05-BRP1-WI12"	"2"	2012-02-06
"D05-MIA1-WI12"	NA	2012-01-24
"D05-MIA1-WI12"	"2"	2012-02-06
"D05-PRC1-WI12"	NA	2012-01-24
"D05-PRC1-WI12"	"1"	2012-02-06
"R08-VLG1-WI12"	NA	2012-01-25
"R08-VLG1-WI12"	"1"	2012-02-08
"R08-WBK1-WI12"	NA	2012-01-25
"R08-WBK1-WI12"	"1"	2012-02-08
"R08-PAP1-WI12"	NA	2012-01-25
"R08-PAP1-WI12"	"2"	2012-02-08
"R08-DAP1-WI12"	NA	2012-01-25
"R08-DAP1-WI12"	"1"	2012-02-08
"D06-KCG1-WI12"	NA	2012-01-23
"D06-KCG1-WI12"	"1"	2012-02-06
"R09-CTG3-WI12"	NA	2012-01-25
"R09-CTG3-WI12"	"2"	2012-02-08
"R09-SMI1-WI12"	NA	2012-01-25
"R09-SMI1-WI12"	"1"	2012-02-08
"R09-LIM2-WI12"	NA	2012-01-25
"R09-LIM2-WI12"	"1"	2012-02-08
"R09-BLW1-WI12"	NA	2012-01-25
"R09-BLW1-WI12"	"1"	2012-02-08
"D02-SCP1-WI12"	NA	2012-01-24
"D02-SCP1-WI12"	"2"	2012-02-07
"R10-WDW1-WI12"	NA	2012-01-25
"R10-WDW1-WI12"	"2"	2012-02-08
"R10-FRM2-WI12"	NA	2012-01-25
"R10-FRM2-WI12"	"2"	2012-02-08
"R10-FRM1-WI12"	NA	2012-01-25
"R10-FRM1-WI12"	"2"	2012-02-08
"R10-WCP2-WI12"	NA	2012-01-25
"R10-WCP2-WI12"	"2"	2012-02-08
"S10-LPP2-WI12"	"1"	2012-02-09
"S10-LPC1-WI12"	"2"	2012-02-09
"S09-ILC1-WI12"	"1"	2012-02-09
"S10-ILC1-WI12"	"1"	2012-02-09
"S09-VTW1-WI12"	"5"	2012-02-09
"S09-KTP1-WI12"	"2"	2012-02-09
"S08-WGL2-WI12"	"2"	2012-02-09
"S08-WGL1-WI12"	"1"	2012-02-09
"S09-SMC1-WI12"	"1"	2012-02-09
"S07-WGL2-WI12"	"1"	2012-02-09
"S07-SAG1-WI12"	"1"	2012-02-09
"S07-STJ1-WI12"	NA	2012-02-09
"S06-CBW1-WI12"	"2"	2012-02-09
"S05-RES1-WI12"	"1"	2012-02-09
"S05-LNC1-WI12"	"1"	2012-02-09
"S05-SFP1-WI12"	"2"	2012-02-09
"S04-OTW1-WI12"	"1"	2012-02-09
"S10-LPC1-WI12"	"2"	2012-02-21
"S10-LPP2-WI12"	"1"	2012-02-21
"S10-ILC1-WI12"	"1"	2012-02-21
